path,genre_primary,current_albumartist,current_album,current_title,current_artist,current_track,current_disc,flat_albumartist,flat_album,flat_title,flat_artist,flat_genre,flat_track,flat_disc,flat_date,flat_grouping,changed
Bruckner - Complete Symphonies (Chailly Concertgebouw)/Bruckner - Symphony 2 in C minor - 3 - Scherzo Schnell Trio.flac,Classical,Riccardo Chailly,Bruckner The Symphonies (Disc 1),Bruckner Symphony No.2 in C minor - III. Scherzo. Schnell - Trio,Royal Concertgebouw Orchestra & Riccardo Chailly,3,,Bruckner,"Bruckner Symphony No.2 in C minor - Royal Concertgebouw Orchestra, Riccardo Chailly (1993)",3. Scherzo. Schnell,"Royal Concertgebouw Orchestra, Riccardo Chailly",Classical,3,,1993,Bruckner Symphony No.2 in C minor,yes
Bruckner - Complete Symphonies (Chailly Concertgebouw)/Bruckner - Symphony 2 in C minor - 4 - Finale Mehr schnell.flac,Classical,Riccardo Chailly,Bruckner The Symphonies (Disc 1),Bruckner Symphony No.2 in C minor - IV. Finale. Mehr schnell,Royal Concertgebouw Orchestra & Riccardo Chailly,4,,Bruckner,"Bruckner Symphony No.2 in C minor - Royal Concertgebouw Orchestra, Riccardo Chailly (1993)",4. Finale. Mehr schnell,"Royal Concertgebouw Orchestra, Riccardo Chailly",Classical,4,,1993,Bruckner Symphony No.2 in C minor,yes
Bruckner - Complete Symphonies (Chailly Concertgebouw)/Bruckner - Symphony 3 in D minor - 1 - Mehr langsam misterioso.flac,Classical,Riccardo Chailly,Bruckner The Symphonies (Disc 1),"Bruckner Symphony No.3 in D minor - I. Mehr langsam, misterioso",Deutsches Symphonie-Orchester Berlin & Riccardo Chailly,1,,Bruckner,"Bruckner Symphony No.3 in D minor - Deutsches Symphonie-Orchester Berlin, Riccardo Chailly (1993)","1. Mehr langsam, misterioso","Deutsches Symphonie-Orchester Berlin, Riccardo Chailly",Classical,1,,1993,Bruckner Symphony No.3 in D minor,yes
Bruckner - Complete Symphonies (Chailly Concertgebouw)/Bruckner - Symphony 3 in D minor - 2 - Adagio bewegt quasi andante.flac,Classical,Riccardo Chailly,Bruckner The Symphonies (Disc 1),"Bruckner Symphony No.3 in D minor - II. Adagio, bewegt, quasi andante",Deutsches Symphonie-Orchester Berlin & Riccardo Chailly,2,,Bruckner,"Bruckner Symphony No.3 in D minor - Deutsches Symphonie-Orchester Berlin, Riccardo Chailly (1993)","2. Adagio, bewegt, quasi andante","Deutsches Symphonie-Orchester Berlin, Riccardo Chailly",Classical,2,,1993,Bruckner Symphony No.3 in D minor,yes
Bruckner - Complete Symphonies (Chailly Concertgebouw)/Bruckner - Symphony 3 in D minor - 3 - Scherzo Ziemlich schnell.flac,Classical,Riccardo Chailly,Bruckner The Symphonies (Disc 1),Bruckner Symphony No.3 in D minor - III. Scherzo. Ziemlich schnell,Deutsches Symphonie-Orchester Berlin & Riccardo Chailly,3,,Bruckner,"Bruckner Symphony No.3 in D minor - Deutsches Symphonie-Orchester Berlin, Riccardo Chailly (1993)",3. Scherzo. Ziemlich schnell,"Deutsches Symphonie-Orchester Berlin, Riccardo Chailly",Classical,3,,1993,Bruckner Symphony No.3 in D minor,yes
Bruckner - Complete Symphonies (Chailly Concertgebouw)/Bruckner - Symphony 3 in D minor - 4 - Finale Allegro.flac,Classical,Riccardo Chailly,Bruckner The Symphonies (Disc 1),Bruckner Symphony No.3 in D minor - IV. Finale. Allegro,Deutsches Symphonie-Orchester Berlin & Riccardo Chailly,4,,Bruckner,"Bruckner Symphony No.3 in D minor - Deutsches Symphonie-Orchester Berlin, Riccardo Chailly (1993)",4. Finale. Allegro,"Deutsches Symphonie-Orchester Berlin, Riccardo Chailly",Classical,4,,1993,Bruckner Symphony No.3 in D minor,yes
Bruckner - Complete Symphonies (Chailly Concertgebouw)/Bruckner - Symphony 4 Romantic - 1 - Bewegt nicht zu schnell.flac,Classical,Riccardo Chailly,Bruckner The Symphonies (Disc 1),"1. Bewegt, nicht zu schnell",Riccardo Chailly,1,,Bruckner,"Bruckner The Symphonies - Royal Concertgebouw Orchestra, Riccardo Chailly (1993)","1. Bewegt, nicht zu schnell","Royal Concertgebouw Orchestra, Riccardo Chailly",Classical,1,,1993,Bruckner The Symphonies,yes
Bruckner - Complete Symphonies (Chailly Concertgebouw)/Bruckner - Symphony 4 Romantic - 2 - Andante quasi Allegretto.flac,Classical,Riccardo Chailly,Bruckner The Symphonies (Disc 1),2. Andante quasi Allegretto,Riccardo Chailly,2,,Bruckner,"Bruckner The Symphonies - Royal Concertgebouw Orchestra, Riccardo Chailly (1993)",2. Andante quasi Allegretto,"Royal Concertgebouw Orchestra, Riccardo Chailly",Classical,2,,1993,Bruckner The Symphonies,yes
Bruckner - Complete Symphonies (Chailly Concertgebouw)/Bruckner - Symphony 4 Romantic - 3 - Scherzo Bewegt Trio Nicht zu schnell.flac,Classical,Riccardo Chailly,Bruckner The Symphonies (Disc 1),3. Scherzo. Bewegt. Trio. Nicht zu schnell,Riccardo Chailly,3,,Bruckner,"Bruckner The Symphonies - Royal Concertgebouw Orchestra, Riccardo Chailly (1993)",3. Scherzo. Bewegt. Trio. Nicht zu schnell,"Royal Concertgebouw Orchestra, Riccardo Chailly",Classical,3,,1993,Bruckner The Symphonies,yes
Bruckner - Complete Symphonies (Chailly Concertgebouw)/Bruckner - Symphony 4 Romantic - 4 - Finale Bewegt doch nicht zu schnell.flac,Classical,Riccardo Chailly,Bruckner The Symphonies (Disc 1),"4. Finale. Bewegt, doch nicht zu schnell",Riccardo Chailly,4,,Bruckner,"Bruckner The Symphonies - Royal Concertgebouw Orchestra, Riccardo Chailly (1993)","4. Finale. Bewegt, doch nicht zu schnell","Royal Concertgebouw Orchestra, Riccardo Chailly",Classical,4,,1993,Bruckner The Symphonies,yes
Bruckner - Complete Symphonies (Chailly Concertgebouw)/Bruckner - Symphony 5 in B flat major - 1 - Adagio allegro.flac,Classical,Riccardo Chailly,Bruckner The Symphonies (Disc 1),"Bruckner: Symphony #5 In B Flat - 1. Introduction, Allegro",Riccardo Chailly: Royal Concertgebouw Orchestra,1,6,Bruckner,Symphony #5 In B Flat - Riccardo Chailly: Royal Concertgebouw Orchestra (1993),"1. Introduction, Allegro",Riccardo Chailly: Royal Concertgebouw Orchestra,Classical,1,6,1993,Symphony #5 In B Flat,yes
Bruckner - Complete Symphonies (Chailly Concertgebouw)/Bruckner - Symphony 5 in B flat major - 2 - Adagio Sehr langsam.flac,Classical,Riccardo Chailly,Bruckner The Symphonies (Disc 1),Bruckner Symphony No.5 in B flat major - II. Adagio. Sehr langsam,Royal Concertgebouw Orchestra & Riccardo Chailly,2,,Bruckner,"Bruckner Symphony No.5 in B flat major - Royal Concertgebouw Orchestra, Riccardo Chailly (1993)",2. Adagio. Sehr langsam,"Royal Concertgebouw Orchestra, Riccardo Chailly",Classical,2,,1993,Bruckner Symphony No.5 in B flat major,yes
Bruckner - Complete Symphonies (Chailly Concertgebouw)/Bruckner - Symphony 5 in B flat major - 3 - Scherzo Molto vivace Trio.flac,Classical,Riccardo Chailly,Bruckner The Symphonies (Disc 1),Bruckner Symphony No.5 in B flat major - III. Scherzo. Molto vivace - Trio,Royal Concertgebouw Orchestra & Riccardo Chailly,3,,Bruckner,"Bruckner Symphony No.5 in B flat major - Royal Concertgebouw Orchestra, Riccardo Chailly (1993)",3. Scherzo. Molto vivace,"Royal Concertgebouw Orchestra, Riccardo Chailly",Classical,3,,1993,Bruckner Symphony No.5 in B flat major,yes
Bruckner - Complete Symphonies (Chailly Concertgebouw)/Bruckner - Symphony 5 in B flat major - 4 - Finale Adagio Allegro moderato.flac,Classical,Riccardo Chailly,Bruckner The Symphonies (Disc 1),Bruckner Symphony No.5 in B flat major - IV. Finale. Adagio - Allegro moderato,Royal Concertgebouw Orchestra & Riccardo Chailly,4,,Bruckner,"Bruckner Symphony No.5 in B flat major - Royal Concertgebouw Orchestra, Riccardo Chailly (1993)",Allegro moderato,"Royal Concertgebouw Orchestra, Riccardo Chailly",Classical,4,,1993,Bruckner Symphony No.5 in B flat major,yes
Bruckner - Complete Symphonies (Chailly Concertgebouw)/Bruckner - Symphony 6 in A major - 1 - Maestoso.flac,Classical,Riccardo Chailly,Bruckner The Symphonies (Disc 1),Bruckner Symphony No.6 in A major - I. Maestoso,Royal Concertgebouw Orchestra & Riccardo Chailly,1,,Bruckner,"Bruckner Symphony No.6 in A major - Royal Concertgebouw Orchestra, Riccardo Chailly (1993)",1. Maestoso,"Royal Concertgebouw Orchestra, Riccardo Chailly",Classical,1,,1993,Bruckner Symphony No.6 in A major,yes
Bruckner - Complete Symphonies (Chailly Concertgebouw)/Bruckner - Symphony 6 in A major - 2 - Adagio Sehr feierlich.flac,Classical,Riccardo Chailly,Bruckner The Symphonies (Disc 1),Bruckner Symphony No.6 in A major - II. Adagio. Sehr feierlich,Royal Concertgebouw Orchestra & Riccardo Chailly,2,,Bruckner,"Bruckner Symphony No.6 in A major - Royal Concertgebouw Orchestra, Riccardo Chailly (1993)",2. Adagio. Sehr feierlich,"Royal Concertgebouw Orchestra, Riccardo Chailly",Classical,2,,1993,Bruckner Symphony No.6 in A major,yes
Bruckner - Complete Symphonies (Chailly Concertgebouw)/Bruckner - Symphony 6 in A major - 3 - Scherzo Nicht schnell Trio. Langsam.flac,Classical,Riccardo Chailly,Bruckner The Symphonies (Disc 1),Bruckner Symphony No.6 in A major - III. Scherzo. Nicht schnell. Trio. Langsam,Royal Concertgebouw Orchestra & Riccardo Chailly,3,,Bruckner,"Bruckner Symphony No.6 in A major - Royal Concertgebouw Orchestra, Riccardo Chailly (1993)",3. Scherzo. Nicht schnell. Trio. Langsam,"Royal Concertgebouw Orchestra, Riccardo Chailly",Classical,3,,1993,Bruckner Symphony No.6 in A major,yes
Bruckner - Complete Symphonies (Chailly Concertgebouw)/Bruckner - Symphony 6 in A major - 4 - Finale Bewegt doch nicht zu schnell.flac,Classical,Riccardo Chailly,Bruckner The Symphonies (Disc 1),"Bruckner Symphony No.6 in A major - IV. Finale. Bewegt, doch nicht zu schnell",Royal Concertgebouw Orchestra & Riccardo Chailly,4,,Bruckner,"Bruckner Symphony No.6 in A major - Royal Concertgebouw Orchestra, Riccardo Chailly (1993)","4. Finale. Bewegt, doch nicht zu schnell","Royal Concertgebouw Orchestra, Riccardo Chailly",Classical,4,,1993,Bruckner Symphony No.6 in A major,yes
Bruckner - Complete Symphonies (Chailly Concertgebouw)/Bruckner - Symphony 7 E-dur - 1 - Allegro moderato.flac,Classical,Riccardo Chailly,Bruckner The Symphonies (Disc 1),Symphonie Nr. 7 E-dur - Allegro moderato,Bruckner,1,,Bruckner,"Symphonie Nr. 7 E-dur - Royal Concertgebouw Orchestra, Bruckner (1993)",Allegro moderato,"Royal Concertgebouw Orchestra, Bruckner",Classical,1,,1993,Symphonie Nr. 7 E-dur,yes
Bruckner - Complete Symphonies (Chailly Concertgebouw)/Bruckner - Symphony 7 E-dur - 2 - Adagio Sehr feierlich und sehr langsam.flac,Classical,Riccardo Chailly,Bruckner The Symphonies (Disc 1),Symphonie Nr. 7 E-dur - Adagio: Sehr feierlich und sehr langsam,Bruckner,2,,Bruckner,"Symphonie Nr. 7 E-dur - Adagio - Royal Concertgebouw Orchestra, Bruckner (1993)",Sehr feierlich und sehr langsam,"Royal Concertgebouw Orchestra, Bruckner",Classical,2,,1993,Symphonie Nr. 7 E-dur - Adagio,yes
Bruckner - Complete Symphonies (Chailly Concertgebouw)/Bruckner - Symphony 7 E-dur - 3 - Scherzo Sehr schnell Trio Etwas langsamer.flac,Classical,Riccardo Chailly,Bruckner The Symphonies (Disc 1),Symphonie Nr. 7 E-dur - Scherzo: Sehr schnell - Trio: Etwas langsamer,Bruckner,3,,Bruckner,"Symphonie Nr. 7 E-dur - Scherzo - Sehr schnell - Trio - Royal Concertgebouw Orchestra, Bruckner (1993)",Etwas langsamer,"Royal Concertgebouw Orchestra, Bruckner",Classical,3,,1993,Symphonie Nr. 7 E-dur - Scherzo - Sehr schnell - Trio,yes
Bruckner - Complete Symphonies (Chailly Concertgebouw)/Bruckner - Symphony 7 E-dur - 4 - Finale Bewegt doch nicht zu schnell.flac,Classical,Riccardo Chailly,Bruckner The Symphonies (Disc 1),"Symphonie Nr. 7 E-dur - Finale: Bewegt, doch nicht zu schnell",Bruckner,4,,Bruckner,"Symphonie Nr. 7 E-dur - Finale - Royal Concertgebouw Orchestra, Bruckner (1993)","Bewegt, doch nicht zu schnell","Royal Concertgebouw Orchestra, Bruckner",Classical,4,,1993,Symphonie Nr. 7 E-dur - Finale,yes
Bruckner - Complete Symphonies (Chailly Concertgebouw)/Bruckner - Symphony 8 in C minor - 1 - Allegro moderato.flac,Classical,Riccardo Chailly,Bruckner The Symphonies (Disc 1),Bruckner Symphony No.8 in C minor - I. Allegro moderato,Royal Concertgebouw Orchestra & Riccardo Chailly,1,,Bruckner,"Bruckner Symphony No.8 in C minor - Royal Concertgebouw Orchestra, Riccardo Chailly (1993)",1. Allegro moderato,"Royal Concertgebouw Orchestra, Riccardo Chailly",Classical,1,,1993,Bruckner Symphony No.8 in C minor,yes
Bruckner - Complete Symphonies (Chailly Concertgebouw)/Bruckner - Symphony 8 in C minor - 2 - Scherzo Allegro moderato.flac,Classical,Riccardo Chailly,Bruckner The Symphonies (Disc 1),Bruckner Symphony No.8 in C minor - II. Scherzo. Allegro moderato,Royal Concertgebouw Orchestra & Riccardo Chailly,2,,Bruckner,"Bruckner Symphony No.8 in C minor - Royal Concertgebouw Orchestra, Riccardo Chailly (1993)",2. Scherzo. Allegro moderato,"Royal Concertgebouw Orchestra, Riccardo Chailly",Classical,2,,1993,Bruckner Symphony No.8 in C minor,yes
Bruckner - Complete Symphonies (Chailly Concertgebouw)/Bruckner - Symphony 8 in C minor - 3 - Adagio feierlich langsam doch nicht schleppend.flac,Classical,Riccardo Chailly,Bruckner The Symphonies (Disc 1),"Bruckner Symphony No.8 in C minor - III. Adagio - feierlich langsam, doch nicht schleppend",Royal Concertgebouw Orchestra & Riccardo Chailly,3,,Bruckner,"Bruckner Symphony No.8 in C minor - Royal Concertgebouw Orchestra, Riccardo Chailly (1993)","feierlich langsam, doch nicht schleppend","Royal Concertgebouw Orchestra, Riccardo Chailly",Classical,3,,1993,Bruckner Symphony No.8 in C minor,yes
Bruckner - Complete Symphonies (Chailly Concertgebouw)/Bruckner - Symphony 8 in C minor - 4 - Finale Feierlich nicht schnell.flac,Classical,Riccardo Chailly,Bruckner The Symphonies (Disc 1),"Bruckner Symphony No.8 in C minor - IV. Finale. Feierlich, nicht schnell",Royal Concertgebouw Orchestra & Riccardo Chailly,4,,Bruckner,"Bruckner Symphony No.8 in C minor - Royal Concertgebouw Orchestra, Riccardo Chailly (1993)","4. Finale. Feierlich, nicht schnell","Royal Concertgebouw Orchestra, Riccardo Chailly",Classical,4,,1993,Bruckner Symphony No.8 in C minor,yes
Bruckner - Complete Symphonies (Chailly Concertgebouw)/Bruckner - Symphony 9 in D minor - 1 - Feierlich misterioso.flac,Classical,Riccardo Chailly,Bruckner The Symphonies (Disc 1),"Bruckner Symphony No.9 in D minor - I. Feierlich, misterioso",Royal Concertgebouw Orchestra & Riccardo Chailly,1,,Bruckner,"Bruckner Symphony No.9 in D minor - Royal Concertgebouw Orchestra, Riccardo Chailly (1993)","1. Feierlich, misterioso","Royal Concertgebouw Orchestra, Riccardo Chailly",Classical,1,,1993,Bruckner Symphony No.9 in D minor,yes
Bruckner - Complete Symphonies (Chailly Concertgebouw)/Bruckner - Symphony 9 in D minor - 2 - Scherzo Bewegt lebhaft Trio Schnell.flac,Classical,Riccardo Chailly,Bruckner The Symphonies (Disc 1),"Bruckner Symphony No.9 in D minor - II. Scherzo. Bewegt, lebhaft - Trio. Schnell",Royal Concertgebouw Orchestra & Riccardo Chailly,2,,Bruckner,"Bruckner Symphony No.9 in D minor - Royal Concertgebouw Orchestra, Riccardo Chailly (1993)",Trio. Schnell,"Royal Concertgebouw Orchestra, Riccardo Chailly",Classical,2,,1993,Bruckner Symphony No.9 in D minor,yes
Bruckner - Complete Symphonies (Chailly Concertgebouw)/Bruckner - Symphony 9 in D minor - 3 - Adagio Langsam feierlich.flac,Classical,Riccardo Chailly,Bruckner The Symphonies (Disc 1),"Bruckner Symphony No.9 in D minor - III. Adagio. Langsam, feierlich",Royal Concertgebouw Orchestra & Riccardo Chailly,3,,Bruckner,"Bruckner Symphony No.9 in D minor - Royal Concertgebouw Orchestra, Riccardo Chailly (1993)","3. Adagio. Langsam, feierlich","Royal Concertgebouw Orchestra, Riccardo Chailly",Classical,3,,1993,Bruckner Symphony No.9 in D minor,yes
Bruckner - Complete Symphonies (Maazel Bayer)/CD01/Bruckner - Symphony 0 in D minor WAB100 Die Nullte - 1 - Allegro.flac,Classical,,Bruckner : 10 Symphonien (CD02) - No.0 (99.1.22),"Symphony No.0 in D minor, WAB 100 ""Die Nullte"" - I. Allegro",Lorin Maazel & Symphonieorchester des Bayerischen Rundfunks,1,1,Lorin Maazel,Bruckner : 10 Symphonien (CD02) - No.0 (99.1.22) (1999),"Symphony No.0 in D minor, WAB 100 ""Die Nullte"" - I. Allegro",Lorin Maazel & Symphonieorchester des Bayerischen Rundfunks,Classical,1,1,1999,"Symphony No.0 in D minor, WAB 100 ""Die Nullte""",yes
Bruckner - Complete Symphonies (Maazel Bayer)/CD01/Bruckner - Symphony 0 in D minor WAB100 Die Nullte - 2 - Andante.flac,Classical,,Bruckner : 10 Symphonien (CD02) - No.0 (99.1.22),"Symphony No.0 in D minor, WAB 100 ""Die Nullte"" - II. Andante",Lorin Maazel & Symphonieorchester des Bayerischen Rundfunks,2,1,Lorin Maazel,Bruckner : 10 Symphonien (CD02) - No.0 (99.1.22) (1999),"Symphony No.0 in D minor, WAB 100 ""Die Nullte"" - II. Andante",Lorin Maazel & Symphonieorchester des Bayerischen Rundfunks,Classical,2,1,1999,"Symphony No.0 in D minor, WAB 100 ""Die Nullte""",yes
Bruckner - Complete Symphonies (Maazel Bayer)/CD01/Bruckner - Symphony 0 in D minor WAB100 Die Nullte - 3 - Scherzo Presto Trio Langsamer und ruhiger.flac,Classical,,Bruckner : 10 Symphonien (CD02) - No.0 (99.1.22),"Symphony No.0 in D minor, WAB 100 ""Die Nullte"" - III. Scherzo: Presto - Trio: Langsamer und ruhiger",Lorin Maazel & Symphonieorchester des Bayerischen Rundfunks,3,1,Lorin Maazel,Bruckner : 10 Symphonien (CD02) - No.0 (99.1.22) (1999),"Symphony No.0 in D minor, WAB 100 ""Die Nullte"" - III. Scherzo: Presto - Trio: Langsamer und ruhiger",Lorin Maazel & Symphonieorchester des Bayerischen Rundfunks,Classical,3,1,1999,"Symphony No.0 in D minor, WAB 100 ""Die Nullte""",yes
Bruckner - Complete Symphonies (Maazel Bayer)/CD01/Bruckner - Symphony 0 in D minor WAB100 Die Nullte - 4 - Finale Moderato Allegro vivace.flac,Classical,,Bruckner : 10 Symphonien (CD02) - No.0 (99.1.22),"Symphony No.0 in D minor, WAB 100 ""Die Nullte"" - IV. Finale: Moderato - Allegro vivace",Lorin Maazel & Symphonieorchester des Bayerischen Rundfunks,4,1,Lorin Maazel,Bruckner : 10 Symphonien (CD02) - No.0 (99.1.22) (1999),"Symphony No.0 in D minor, WAB 100 ""Die Nullte"" - IV. Finale: Moderato - Allegro vivace",Lorin Maazel & Symphonieorchester des Bayerischen Rundfunks,Classical,4,1,1999,"Symphony No.0 in D minor, WAB 100 ""Die Nullte""",yes
Bruckner - Complete Symphonies (Maazel Bayer)/CD02/Bruckner - Symphony 1 in c-Moll WAB101 - 1 - Allegro.flac,Classical,,Bruckner : 10 Symphonien (CD02) - No.0 (99.1.22),Bruckner - Symphony 1 in c-Moll WAB101 - 1 - Allegro,,1,2,Unknown Artist,Bruckner : 10 Symphonien (CD02) - No.0 (99.1.22) (1999),Bruckner - Symphony 1 in c-Moll WAB101 - 1 - Allegro,Unknown Artist,Classical,1,2,1999,Symphony 1 in c-Moll WAB101 - 1,yes
Bruckner - Complete Symphonies (Maazel Bayer)/CD02/Bruckner - Symphony 1 in c-Moll WAB101 - 2 - Adagio.flac,Classical,,Bruckner : 10 Symphonien (CD02) - No.0 (99.1.22),Bruckner - Symphony 1 in c-Moll WAB101 - 2 - Adagio,,2,2,Unknown Artist,Bruckner : 10 Symphonien (CD02) - No.0 (99.1.22) (1999),Bruckner - Symphony 1 in c-Moll WAB101 - 2 - Adagio,Unknown Artist,Classical,2,2,1999,Symphony 1 in c-Moll WAB101 - 2,yes
Bruckner - Complete Symphonies (Maazel Bayer)/CD02/Bruckner - Symphony 1 in c-Moll WAB101 - 3 - Scherzo Schnell Trio Langsamer.flac,Classical,,Bruckner : 10 Symphonien (CD02) - No.0 (99.1.22),Bruckner - Symphony 1 in c-Moll WAB101 - 3 - Scherzo Schnell Trio Langsamer,,3,2,Unknown Artist,Bruckner : 10 Symphonien (CD02) - No.0 (99.1.22) (1999),Bruckner - Symphony 1 in c-Moll WAB101 - 3 - Scherzo Schnell Trio Langsamer,Unknown Artist,Classical,3,2,1999,Symphony 1 in c-Moll WAB101 - 3,yes
Bruckner - Complete Symphonies (Maazel Bayer)/CD02/Bruckner - Symphony 1 in c-Moll WAB101 - 4 - Finale Bewegt feurig.flac,Classical,,Bruckner : 10 Symphonien (CD02) - No.0 (99.1.22),Bruckner - Symphony 1 in c-Moll WAB101 - 4 - Finale Bewegt feurig,,4,2,Unknown Artist,Bruckner : 10 Symphonien (CD02) - No.0 (99.1.22) (1999),Bruckner - Symphony 1 in c-Moll WAB101 - 4 - Finale Bewegt feurig,Unknown Artist,Classical,4,2,1999,Symphony 1 in c-Moll WAB101 - 4,yes
Bruckner - Complete Symphonies (Maazel Bayer)/CD03/Bruckner - Symphony 2 in C minor WAB102 (ed Nowak) - 1 - Moderato.flac,Classical,,Bruckner : 10 Symphonien (CD02) - No.0 (99.1.22),"Symphony No.2 in C minor, WAB 102 (edition Nowak) - I. Moderato",Lorin Maazel & Symphonieorchester des Bayerischen Rundfunks,1,3,Lorin Maazel,Bruckner : 10 Symphonien (CD02) - No.0 (99.1.22) (1999),"Symphony No.2 in C minor, WAB 102 (edition Nowak) - I. Moderato",Lorin Maazel & Symphonieorchester des Bayerischen Rundfunks,Classical,1,3,1999,"Symphony No.2 in C minor, WAB 102 (edition Nowak)",yes
Bruckner - Complete Symphonies (Maazel Bayer)/CD03/Bruckner - Symphony 2 in C minor WAB102 (ed Nowak) - 2 - Andante Feierlich etwas bewegt.flac,Classical,,Bruckner : 10 Symphonien (CD02) - No.0 (99.1.22),"Symphony No.2 in C minor, WAB 102 (edition Nowak) - II. Andante. Feierlich, etwas bewegt",Lorin Maazel & Symphonieorchester des Bayerischen Rundfunks,2,3,Lorin Maazel,Bruckner : 10 Symphonien (CD02) - No.0 (99.1.22) (1999),"Symphony No.2 in C minor, WAB 102 (edition Nowak) - II. Andante. Feierlich, etwas bewegt",Lorin Maazel & Symphonieorchester des Bayerischen Rundfunks,Classical,2,3,1999,"Symphony No.2 in C minor, WAB 102 (edition Nowak)",yes
Bruckner - Complete Symphonies (Maazel Bayer)/CD03/Bruckner - Symphony 2 in C minor WAB102 (ed Nowak) - 3 - Scherzo Masig schnell Trio Gleiches Tempo.flac,Classical,,Bruckner : 10 Symphonien (CD02) - No.0 (99.1.22),"Symphony No.2 in C minor, WAB 102 (edition Nowak) - III. Scherzo: Masig schnell - Trio: Gleiches Tempo",Lorin Maazel & Symphonieorchester des Bayerischen Rundfunks,3,3,Lorin Maazel,Bruckner : 10 Symphonien (CD02) - No.0 (99.1.22) (1999),"Symphony No.2 in C minor, WAB 102 (edition Nowak) - III. Scherzo: Masig schnell - Trio: Gleiches Tempo",Lorin Maazel & Symphonieorchester des Bayerischen Rundfunks,Classical,3,3,1999,"Symphony No.2 in C minor, WAB 102 (edition Nowak)",yes
Bruckner - Complete Symphonies (Maazel Bayer)/CD03/Bruckner - Symphony 2 in C minor WAB102 (ed Nowak) - 4 - Finale- Mehr schnell.flac,Classical,,Bruckner : 10 Symphonien (CD02) - No.0 (99.1.22),"Symphony No.2 in C minor, WAB 102 (edition Nowak) - IV. Finale: Mehr schnell",Lorin Maazel & Symphonieorchester des Bayerischen Rundfunks,4,3,Lorin Maazel,Bruckner : 10 Symphonien (CD02) - No.0 (99.1.22) (1999),"Symphony No.2 in C minor, WAB 102 (edition Nowak) - IV. Finale: Mehr schnell",Lorin Maazel & Symphonieorchester des Bayerischen Rundfunks,Classical,4,3,1999,"Symphony No.2 in C minor, WAB 102 (edition Nowak)",yes
