path,genre_primary,current_albumartist,current_album,current_title,current_artist,current_track,current_disc,flat_albumartist,flat_album,flat_title,flat_artist,flat_genre,flat_track,flat_disc,flat_date,flat_grouping,changed
"Mozart - The Complete Piano Concertos (Barenboim, English Chamber Orchestra) (1998)/Disc 09 - Nos. 21, 27/09-01 Piano Concerto No.21 in C major, K467_ I. Allegro maestoso.flac",Classical,"Daniel Barenboim, English Chamber Orchestra",Mozart: The Complete Piano Concertos,"Piano Concerto No.21 in C major, K467: I. Allegro maestoso","Daniel Barenboim, English Chamber Orchestra",1,9,Mozart,"Piano Concerto No.21 in C major K.467 - Daniel Barenboim, English Chamber Orchestra (1998)",1. Allegro maestoso,"Daniel Barenboim, English Chamber Orchestra",Classical,1,9,1998,Piano Concerto No.21 in C major,yes
"Mozart - The Complete Piano Concertos (Barenboim, English Chamber Orchestra) (1998)/Disc 09 - Nos. 21, 27/09-02 Piano Concerto No.21 in C major, K467_ II. Andante.flac",Classical,"Daniel Barenboim, English Chamber Orchestra",Mozart: The Complete Piano Concertos,"Piano Concerto No.21 in C major, K467: II. Andante","Daniel Barenboim, English Chamber Orchestra",2,9,Mozart,"Piano Concerto No.21 in C major K.467 - Daniel Barenboim, English Chamber Orchestra (1998)",2. Andante,"Daniel Barenboim, English Chamber Orchestra",Classical,2,9,1998,Piano Concerto No.21 in C major,yes
"Mozart - The Complete Piano Concertos (Barenboim, English Chamber Orchestra) (1998)/Disc 09 - Nos. 21, 27/09-03 Piano Concerto No.21 in C major, K467_ III. Allegro vivace assai.flac",Classical,"Daniel Barenboim, English Chamber Orchestra",Mozart: The Complete Piano Concertos,"Piano Concerto No.21 in C major, K467: III. Allegro vivace assai","Daniel Barenboim, English Chamber Orchestra",3,9,Mozart,"Piano Concerto No.21 in C major K.467 - Daniel Barenboim, English Chamber Orchestra (1998)",3. Allegro vivace assai,"Daniel Barenboim, English Chamber Orchestra",Classical,3,9,1998,Piano Concerto No.21 in C major,yes
"Mozart - The Complete Piano Concertos (Barenboim, English Chamber Orchestra) (1998)/Disc 09 - Nos. 21, 27/09-04 Piano Concerto No.27 in B flat major, K595_ I. Allegro.flac",Classical,"Daniel Barenboim, English Chamber Orchestra",Mozart: The Complete Piano Concertos,"Piano Concerto No.27 in B flat major, K595: I. Allegro","Daniel Barenboim, English Chamber Orchestra",4,9,Mozart,"Piano Concerto No.27 in B flat major K.595 - Daniel Barenboim, English Chamber Orchestra (1998)",1. Allegro,"Daniel Barenboim, English Chamber Orchestra",Classical,4,9,1998,Piano Concerto No.27 in B flat major,yes
"Mozart - The Complete Piano Concertos (Barenboim, English Chamber Orchestra) (1998)/Disc 09 - Nos. 21, 27/09-05 Piano Concerto No.27 in B flat major, K595_ II. Larghetto.flac",Classical,"Daniel Barenboim, English Chamber Orchestra",Mozart: The Complete Piano Concertos,"Piano Concerto No.27 in B flat major, K595: II. Larghetto","Daniel Barenboim, English Chamber Orchestra",5,9,Mozart,"Piano Concerto No.27 in B flat major K.595 - Daniel Barenboim, English Chamber Orchestra (1998)",2. Larghetto,"Daniel Barenboim, English Chamber Orchestra",Classical,5,9,1998,Piano Concerto No.27 in B flat major,yes
"Mozart - The Complete Piano Concertos (Barenboim, English Chamber Orchestra) (1998)/Disc 09 - Nos. 21, 27/09-06 Piano Concerto No.27 in B flat major, K595_ III. Allegro.flac",Classical,"Daniel Barenboim, English Chamber Orchestra",Mozart: The Complete Piano Concertos,"Piano Concerto No.27 in B flat major, K595: III. Allegro","Daniel Barenboim, English Chamber Orchestra",6,9,Mozart,"Piano Concerto No.27 in B flat major K.595 - Daniel Barenboim, English Chamber Orchestra (1998)",3. Allegro,"Daniel Barenboim, English Chamber Orchestra",Classical,6,9,1998,Piano Concerto No.27 in B flat major,yes
"Mozart - The Complete Piano Concertos (Barenboim, English Chamber Orchestra) (1998)/Disc 10 - Nos. 22, 23/10-01 Piano Concerto No.22 in E flat major, K482_ I. Allegro.flac",Classical,"Daniel Barenboim, English Chamber Orchestra",Mozart: The Complete Piano Concertos,"Piano Concerto No.22 in E flat major, K482: I. Allegro","Daniel Barenboim, English Chamber Orchestra",1,10,Mozart,"Piano Concerto No.22 in E flat major K.482 - Daniel Barenboim, English Chamber Orchestra (1998)",1. Allegro,"Daniel Barenboim, English Chamber Orchestra",Classical,1,10,1998,Piano Concerto No.22 in E flat major,yes
"Mozart - The Complete Piano Concertos (Barenboim, English Chamber Orchestra) (1998)/Disc 10 - Nos. 22, 23/10-02 Piano Concerto No.22 in E flat major, K482_ II. Andante.flac",Classical,"Daniel Barenboim, English Chamber Orchestra",Mozart: The Complete Piano Concertos,"Piano Concerto No.22 in E flat major, K482: II. Andante","Daniel Barenboim, English Chamber Orchestra",2,10,Mozart,"Piano Concerto No.22 in E flat major K.482 - Daniel Barenboim, English Chamber Orchestra (1998)",2. Andante,"Daniel Barenboim, English Chamber Orchestra",Classical,2,10,1998,Piano Concerto No.22 in E flat major,yes
"Mozart - The Complete Piano Concertos (Barenboim, English Chamber Orchestra) (1998)/Disc 10 - Nos. 22, 23/10-03 Piano Concerto No.22 in E flat major, K482_ III. Rondo_ Allegro.flac",Classical,"Daniel Barenboim, English Chamber Orchestra",Mozart: The Complete Piano Concertos,"Piano Concerto No.22 in E flat major, K482: III. Rondo: Allegro","Daniel Barenboim, English Chamber Orchestra",3,10,Mozart,"Piano Concerto No.22 in E flat major K.482 - Daniel Barenboim, English Chamber Orchestra (1998)",Allegro,"Daniel Barenboim, English Chamber Orchestra",Classical,3,10,1998,Piano Concerto No.22 in E flat major,yes
"Mozart - The Complete Piano Concertos (Barenboim, English Chamber Orchestra) (1998)/Disc 10 - Nos. 22, 23/10-04 Piano Concerto No.23 in A major, K488_ I. Allegro.flac",Classical,"Daniel Barenboim, English Chamber Orchestra",Mozart: The Complete Piano Concertos,"Piano Concerto No.23 in A major, K488: I. Allegro","Daniel Barenboim, English Chamber Orchestra",4,10,Mozart,"Piano Concerto No.23 in A major K.488 - Daniel Barenboim, English Chamber Orchestra (1998)",1. Allegro,"Daniel Barenboim, English Chamber Orchestra",Classical,4,10,1998,Piano Concerto No.23 in A major,yes
"Mozart - The Complete Piano Concertos (Barenboim, English Chamber Orchestra) (1998)/Disc 10 - Nos. 22, 23/10-05 Piano Concerto No.23 in A major, K488_ II. Adagio.flac",Classical,"Daniel Barenboim, English Chamber Orchestra",Mozart: The Complete Piano Concertos,"Piano Concerto No.23 in A major, K488: II. Adagio","Daniel Barenboim, English Chamber Orchestra",5,10,Mozart,"Piano Concerto No.23 in A major K.488 - Daniel Barenboim, English Chamber Orchestra (1998)",2. Adagio,"Daniel Barenboim, English Chamber Orchestra",Classical,5,10,1998,Piano Concerto No.23 in A major,yes
"Mozart - The Complete Piano Concertos (Barenboim, English Chamber Orchestra) (1998)/Disc 10 - Nos. 22, 23/10-06 Piano Concerto No.23 in A major, K488_ III. Allegro assai.flac",Classical,"Daniel Barenboim, English Chamber Orchestra",Mozart: The Complete Piano Concertos,"Piano Concerto No.23 in A major, K488: III. Allegro assai","Daniel Barenboim, English Chamber Orchestra",6,10,Mozart,"Piano Concerto No.23 in A major K.488 - Daniel Barenboim, English Chamber Orchestra (1998)",3. Allegro assai,"Daniel Barenboim, English Chamber Orchestra",Classical,6,10,1998,Piano Concerto No.23 in A major,yes
Nagano Conducts Messiaen - 2021/CD1/Messiaen - La Transfiguration de Notre Seigneur Jesus-Christ; Poemes pour Mi; Chronochromie - CD1.flac,Classical,,Nagano Conducts Messiaen - 2021,,,,1,Unknown Artist,Nagano Conducts Messiaen - 2021 (2021),Messiaen - La Transfiguration de Notre Seigneur Jesus-Christ; Poemes pour Mi; Chronochromie - CD1.flac,Unknown Artist,Classical,,1,2021,Nagano Conducts Messiaen,yes
Nagano Conducts Messiaen - 2021/CD2/Messiaen - La Transfiguration de Notre Seigneur Jesus-Christ; Poemes pour Mi; Chronochromie - CD2.flac,Classical,,Nagano Conducts Messiaen - 2021,,,,2,Unknown Artist,Nagano Conducts Messiaen - 2021 (2021),Messiaen - La Transfiguration de Notre Seigneur Jesus-Christ; Poemes pour Mi; Chronochromie - CD2.flac,Unknown Artist,Classical,,2,2021,Nagano Conducts Messiaen,yes
Nagano Conducts Messiaen - 2021/CD3/Messiaen - La Transfiguration de Notre Seigneur Jesus-Christ; Poemes pour Mi; Chronochromie - CD3.flac,Classical,,Nagano Conducts Messiaen - 2021,,,,3,Unknown Artist,Nagano Conducts Messiaen - 2021 (2021),Messiaen - La Transfiguration de Notre Seigneur Jesus-Christ; Poemes pour Mi; Chronochromie - CD3.flac,Unknown Artist,Classical,,3,2021,Nagano Conducts Messiaen,yes
Pierre Boulez - The Complete Erato Recordings - 2015/CD01/Pierre Boulez - The Complete Erato Recordings - CD01.flac,Classical,,Pierre Boulez - The Complete Erato Recordings - 2015,,,,1,Unknown Artist,Pierre Boulez - The Complete Erato Recordings - 2015 (2015),Pierre Boulez - The Complete Erato Recordings - CD01.flac,Unknown Artist,Classical,,1,2015,Pierre Boulez,yes
Pierre Boulez - The Complete Erato Recordings - 2015/CD02/Pierre Boulez - The Complete Erato Recordings - CD02.flac,Classical,,Pierre Boulez - The Complete Erato Recordings - 2015,,,,2,Unknown Artist,Pierre Boulez - The Complete Erato Recordings - 2015 (2015),Pierre Boulez - The Complete Erato Recordings - CD02.flac,Unknown Artist,Classical,,2,2015,Pierre Boulez,yes
Pierre Boulez - The Complete Erato Recordings - 2015/CD03/Pierre Boulez - The Complete Erato Recordings - CD03.flac,Classical,,Pierre Boulez - The Complete Erato Recordings - 2015,,,,3,Unknown Artist,Pierre Boulez - The Complete Erato Recordings - 2015 (2015),Pierre Boulez - The Complete Erato Recordings - CD03.flac,Unknown Artist,Classical,,3,2015,Pierre Boulez,yes
Pierre Boulez - The Complete Erato Recordings - 2015/CD04/Pierre Boulez - The Complete Erato Recordings - CD04.flac,Classical,,Pierre Boulez - The Complete Erato Recordings - 2015,,,,4,Unknown Artist,Pierre Boulez - The Complete Erato Recordings - 2015 (2015),Pierre Boulez - The Complete Erato Recordings - CD04.flac,Unknown Artist,Classical,,4,2015,Pierre Boulez,yes
Pierre Boulez - The Complete Erato Recordings - 2015/CD05/Pierre Boulez - The Complete Erato Recordings - CD05.flac,Classical,,Pierre Boulez - The Complete Erato Recordings - 2015,,,,5,Unknown Artist,Pierre Boulez - The Complete Erato Recordings - 2015 (2015),Pierre Boulez - The Complete Erato Recordings - CD05.flac,Unknown Artist,Classical,,5,2015,Pierre Boulez,yes
Pierre Boulez - The Complete Erato Recordings - 2015/CD06/Pierre Boulez - The Complete Erato Recordings - CD06.flac,Classical,,Pierre Boulez - The Complete Erato Recordings - 2015,,,,6,Unknown Artist,Pierre Boulez - The Complete Erato Recordings - 2015 (2015),Pierre Boulez - The Complete Erato Recordings - CD06.flac,Unknown Artist,Classical,,6,2015,Pierre Boulez,yes
Pierre Boulez - The Complete Erato Recordings - 2015/CD07/Pierre Boulez - The Complete Erato Recordings - CD07.flac,Classical,,Pierre Boulez - The Complete Erato Recordings - 2015,,,,7,Unknown Artist,Pierre Boulez - The Complete Erato Recordings - 2015 (2015),Pierre Boulez - The Complete Erato Recordings - CD07.flac,Unknown Artist,Classical,,7,2015,Pierre Boulez,yes
Pierre Boulez - The Complete Erato Recordings - 2015/CD08/Pierre Boulez - The Complete Erato Recordings - CD08.flac,Classical,,Pierre Boulez - The Complete Erato Recordings - 2015,,,,8,Unknown Artist,Pierre Boulez - The Complete Erato Recordings - 2015 (2015),Pierre Boulez - The Complete Erato Recordings - CD08.flac,Unknown Artist,Classical,,8,2015,Pierre Boulez,yes
Pierre Boulez - The Complete Erato Recordings - 2015/CD09/Pierre Boulez - The Complete Erato Recordings - CD09.flac,Classical,,Pierre Boulez - The Complete Erato Recordings - 2015,,,,9,Unknown Artist,Pierre Boulez - The Complete Erato Recordings - 2015 (2015),Pierre Boulez - The Complete Erato Recordings - CD09.flac,Unknown Artist,Classical,,9,2015,Pierre Boulez,yes
Pierre Boulez - The Complete Erato Recordings - 2015/CD10/Pierre Boulez - The Complete Erato Recordings - CD10.flac,Classical,,Pierre Boulez - The Complete Erato Recordings - 2015,,,,10,Unknown Artist,Pierre Boulez - The Complete Erato Recordings - 2015 (2015),Pierre Boulez - The Complete Erato Recordings - CD10.flac,Unknown Artist,Classical,,10,2015,Pierre Boulez,yes
Pierre Boulez - The Complete Erato Recordings - 2015/CD11/Pierre Boulez - The Complete Erato Recordings - CD11.flac,Classical,,Pierre Boulez - The Complete Erato Recordings - 2015,,,,11,Unknown Artist,Pierre Boulez - The Complete Erato Recordings - 2015 (2015),Pierre Boulez - The Complete Erato Recordings - CD11.flac,Unknown Artist,Classical,,11,2015,Pierre Boulez,yes
Pierre Boulez - The Complete Erato Recordings - 2015/CD12/Pierre Boulez - The Complete Erato Recordings - CD12.flac,Classical,,Pierre Boulez - The Complete Erato Recordings - 2015,,,,12,Unknown Artist,Pierre Boulez - The Complete Erato Recordings - 2015 (2015),Pierre Boulez - The Complete Erato Recordings - CD12.flac,Unknown Artist,Classical,,12,2015,Pierre Boulez,yes
Pierre Boulez - The Complete Erato Recordings - 2015/CD13/Pierre Boulez - The Complete Erato Recordings - CD13.flac,Classical,,Pierre Boulez - The Complete Erato Recordings - 2015,,,,13,Unknown Artist,Pierre Boulez - The Complete Erato Recordings - 2015 (2015),Pierre Boulez - The Complete Erato Recordings - CD13.flac,Unknown Artist,Classical,,13,2015,Pierre Boulez,yes
Pierre Boulez - The Complete Erato Recordings - 2015/CD14/Pierre Boulez - The Complete Erato Recordings - CD14.flac,Classical,,Pierre Boulez - The Complete Erato Recordings - 2015,,,,14,Unknown Artist,Pierre Boulez - The Complete Erato Recordings - 2015 (2015),Pierre Boulez - The Complete Erato Recordings - CD14.flac,Unknown Artist,Classical,,14,2015,Pierre Boulez,yes
Ravel Rapsodie espagnole CSO_Barenboim P/01 PreludePCM.aif,Hip-Hop,,Ravel Rapsodie espagnole CSO/Barenboim PCM,PreludePCM,"Chicago Symphony, Daniel Barenboim",1,,Daniel Barenboim,Ravel Rapsodie espagnole CSO/Barenboim PCM (1991),PreludePCM,"Chicago Symphony, Daniel Barenboim",Hip-Hop,1,,1991,Ravel Rapsodie espagnole CSO/Barenboim PCM,yes
Ravel Rapsodie espagnole CSO_Barenboim P/02 MalaguenaPCM.aif,Hip-Hop,,Ravel Rapsodie espagnole CSO/Barenboim PCM,MalaguenaPCM,"Chicago Symphony, Daniel Barenboim",2,,Daniel Barenboim,Ravel Rapsodie espagnole CSO/Barenboim PCM (1991),MalaguenaPCM,"Chicago Symphony, Daniel Barenboim",Hip-Hop,2,,1991,MalaguenaPCM,yes
Ravel Rapsodie espagnole CSO_Barenboim P/03 HabaneraPCM.aif,Hip-Hop,,Ravel Rapsodie espagnole CSO/Barenboim PCM,HabaneraPCM,"Chicago Symphony, Daniel Barenboim",3,,Daniel Barenboim,Ravel Rapsodie espagnole CSO/Barenboim PCM (1991),HabaneraPCM,"Chicago Symphony, Daniel Barenboim",Hip-Hop,3,,1991,HabaneraPCM,yes
Ravel Rapsodie espagnole CSO_Barenboim P/04 FeriaPCM.aif,Hip-Hop,,Ravel Rapsodie espagnole CSO/Barenboim PCM,FeriaPCM,"Chicago Symphony, Daniel Barenboim",4,,Daniel Barenboim,Ravel Rapsodie espagnole CSO/Barenboim PCM (1991),FeriaPCM,"Chicago Symphony, Daniel Barenboim",Hip-Hop,4,,1991,FeriaPCM,yes
Ravel Rapsodie espagnole CSO_Barenboim PCM/01 PreludePCM.aif,Hip-Hop,,Ravel Rapsodie espagnole CSO/Barenboim PCM,PreludePCM,"Chicago Symphony, Daniel Barenboim",1,,Daniel Barenboim,Ravel Rapsodie espagnole CSO/Barenboim PCM (1991),PreludePCM,"Chicago Symphony, Daniel Barenboim",Hip-Hop,1,,1991,Ravel Rapsodie espagnole CSO/Barenboim PCM,yes
Ravel Rapsodie espagnole CSO_Barenboim PCM/02 MalaguenaPCM.aif,Hip-Hop,,Ravel Rapsodie espagnole CSO/Barenboim PCM,MalaguenaPCM,"Chicago Symphony, Daniel Barenboim",2,,Daniel Barenboim,Ravel Rapsodie espagnole CSO/Barenboim PCM (1991),MalaguenaPCM,"Chicago Symphony, Daniel Barenboim",Hip-Hop,2,,1991,MalaguenaPCM,yes
Ravel Rapsodie espagnole CSO_Barenboim PCM/03 HabaneraPCM.aif,Hip-Hop,,Ravel Rapsodie espagnole CSO/Barenboim PCM,HabaneraPCM,"Chicago Symphony, Daniel Barenboim",3,,Daniel Barenboim,Ravel Rapsodie espagnole CSO/Barenboim PCM (1991),HabaneraPCM,"Chicago Symphony, Daniel Barenboim",Hip-Hop,3,,1991,HabaneraPCM,yes
Ravel Rapsodie espagnole CSO_Barenboim PCM/04 FeriaPCM.aif,Hip-Hop,,Ravel Rapsodie espagnole CSO/Barenboim PCM,FeriaPCM,"Chicago Symphony, Daniel Barenboim",4,,Daniel Barenboim,Ravel Rapsodie espagnole CSO/Barenboim PCM (1991),FeriaPCM,"Chicago Symphony, Daniel Barenboim",Hip-Hop,4,,1991,FeriaPCM,yes
Ravi Shankar - 2012 - The Ravi Shankar Collection/01/01 - Raga Khamaj.flac,Classical,Ravi Shankar,Ravi Shankar Collection Disc 1,Raga Khamaj,Ravi Shankar,1,1,Ravi Shankar,Ravi Shankar Collection Disc 1 (2012),Raga Khamaj,Ravi Shankar,Classical,1,1,2012,Raga Khamaj,yes
Ravi Shankar - 2012 - The Ravi Shankar Collection/01/02 - Raga Khamaj.flac,Classical,Ravi Shankar,Ravi Shankar Collection Disc 1,Raga Khamaj,Ravi Shankar,2,1,Ravi Shankar,Ravi Shankar Collection Disc 1 (2012),Raga Khamaj,Ravi Shankar,Classical,2,1,2012,Raga Khamaj,yes
Ravi Shankar - 2012 - The Ravi Shankar Collection/01/03 - Raga Sindhi Bhairavi.flac,Classical,Ravi Shankar,Ravi Shankar Collection Disc 1,Raga Sindhi Bhairavi,Ravi Shankar,3,1,Ravi Shankar,Ravi Shankar Collection Disc 1 (2012),Raga Sindhi Bhairavi,Ravi Shankar,Classical,3,1,2012,Raga Sindhi Bhairavi,yes
Ravi Shankar - 2012 - The Ravi Shankar Collection/01/04 - Raga Adana.flac,Classical,Ravi Shankar,Ravi Shankar Collection Disc 1,Raga Adana,Ravi Shankar,4,1,Ravi Shankar,Ravi Shankar Collection Disc 1 (2012),Raga Adana,Ravi Shankar,Classical,4,1,2012,Raga Adana,yes
Ravi Shankar - 2012 - The Ravi Shankar Collection/01/05 - Raga Manj Khamaj.flac,Classical,Ravi Shankar,Ravi Shankar Collection Disc 1,Raga Manj Khamaj,Ravi Shankar,5,1,Ravi Shankar,Ravi Shankar Collection Disc 1 (2012),Raga Manj Khamaj,Ravi Shankar,Classical,5,1,2012,Raga Manj Khamaj,yes
Ravi Shankar - 2012 - The Ravi Shankar Collection/02/01 - Raga Puriya Kalyan.flac,Classical,Ravi Shankar,Sitar Concertos and Other Works,Raga Puriya Kalyan,Ravi Shankar,1,1,Ravi Shankar,Sitar Concertos and Other Works (1966),Raga Puriya Kalyan,Ravi Shankar,Classical,1,1,1966,Raga Puriya Kalyan,yes
Ravi Shankar - 2012 - The Ravi Shankar Collection/02/02 - Swara-Kakali (based on Raga Tilang).flac,Classical,Ravi Shankar,Sitar Concertos and Other Works,Swara-Kakali (based on Raga Tilang),Ravi Shankar,2,1,Ravi Shankar,Sitar Concertos and Other Works (1966),Swara-Kakali (based on Raga Tilang),Ravi Shankar,Classical,2,1,1966,Swara-Kakali (based on Raga Tilang),yes
Ravi Shankar - 2012 - The Ravi Shankar Collection/02/03 - Sitar Concerto No. 2 - Raga Mala Lalit (Presto).flac,Classical,Ravi Shankar,Sitar Concertos and Other Works,Sitar Concerto No. 2 - Raga Mala Lalit (Presto),Ravi Shankar,3,1,Ravi Shankar,Sitar Concertos and Other Works (1966),Sitar Concerto No. 2 - Raga Mala Lalit (Presto),Ravi Shankar,Classical,3,1,1966,Sitar Concerto No. 2,yes
Ravi Shankar - 2012 - The Ravi Shankar Collection/02/04 - Sitar Concerto No. 2 - Raga Mala Bairagi (Moderato).flac,Classical,Ravi Shankar,Sitar Concertos and Other Works,Sitar Concerto No. 2 - Raga Mala Bairagi (Moderato),Ravi Shankar,4,1,Ravi Shankar,Sitar Concertos and Other Works (1966),Sitar Concerto No. 2 - Raga Mala Bairagi (Moderato),Ravi Shankar,Classical,4,1,1966,Sitar Concerto No. 2,yes
Ravi Shankar - 2012 - The Ravi Shankar Collection/02/05 - Sitar Concerto No. 2 - Raga Mala Yaman Kalyan (Moderato).flac,Classical,Ravi Shankar,Sitar Concertos and Other Works,Sitar Concerto No. 2 - Raga Mala Yaman Kalyan (Moderato),Ravi Shankar,5,1,Ravi Shankar,Sitar Concertos and Other Works (1966),Sitar Concerto No. 2 - Raga Mala Yaman Kalyan (Moderato),Ravi Shankar,Classical,5,1,1966,Sitar Concerto No. 2,yes
Ravi Shankar - 2012 - The Ravi Shankar Collection/02/06 - Sitar Concerto No. 2 - Raga Mala Mian ki Malhar (Allegro).flac,Classical,Ravi Shankar,Sitar Concertos and Other Works,Sitar Concerto No. 2 - Raga Mala Mian ki Malhar (Allegro),Ravi Shankar,6,1,Ravi Shankar,Sitar Concertos and Other Works (1966),Sitar Concerto No. 2 - Raga Mala Mian ki Malhar (Allegro),Ravi Shankar,Classical,6,1,1966,Sitar Concerto No. 2,yes
Ravi Shankar - 2012 - The Ravi Shankar Collection/03/01 - Morning Love.flac,Classical,Ravi Shankar,Ravi Shankar Collection Disc 3,Morning Love,Ravi Shankar,1,3,Ravi Shankar,Ravi Shankar Collection Disc 3 (2012),Morning Love,Ravi Shankar,Classical,1,3,2012,Morning Love,yes
Ravi Shankar - 2012 - The Ravi Shankar Collection/03/02 - Prabhati.flac,Classical,Ravi Shankar,Ravi Shankar Collection Disc 3,Prabhati,Ravi Shankar,2,3,Ravi Shankar,Ravi Shankar Collection Disc 3 (2012),Prabhati,Ravi Shankar,Classical,2,3,2012,Prabhati,yes
Ravi Shankar - 2012 - The Ravi Shankar Collection/03/03 - Raga Piloo.flac,Classical,Ravi Shankar,Ravi Shankar Collection Disc 3,Raga Piloo,Ravi Shankar,3,3,Ravi Shankar,Ravi Shankar Collection Disc 3 (2012),Raga Piloo,Ravi Shankar,Classical,3,3,2012,Raga Piloo,yes
Ravi Shankar - 2012 - The Ravi Shankar Collection/03/04 - Dhun.flac,Classical,Ravi Shankar,Ravi Shankar Collection Disc 3,Dhun,Ravi Shankar,4,3,Ravi Shankar,Ravi Shankar Collection Disc 3 (2012),Dhun,Ravi Shankar,Classical,4,3,2012,Dhun,yes
Ravi Shankar - 2012 - The Ravi Shankar Collection/03/05 - Raga Ananda Bhairava.flac,Classical,Ravi Shankar,Ravi Shankar Collection Disc 3,Raga Ananda Bhairava,Ravi Shankar,5,3,Ravi Shankar,Ravi Shankar Collection Disc 3 (2012),Raga Ananda Bhairava,Ravi Shankar,Classical,5,3,2012,Raga Ananda Bhairava,yes
Ravi Shankar - 2012 - The Ravi Shankar Collection/03/06 - Tenderness.flac,Classical,Ravi Shankar,Ravi Shankar Collection Disc 3,Tenderness,Ravi Shankar,6,3,Ravi Shankar,Ravi Shankar Collection Disc 3 (2012),Tenderness,Ravi Shankar,Classical,6,3,2012,Tenderness,yes
Ravi Shankar - 2012 - The Ravi Shankar Collection/03/07 - Twilight Mood.flac,Classical,Ravi Shankar,Ravi Shankar Collection Disc 3,Twilight Mood,Ravi Shankar,7,3,Ravi Shankar,Ravi Shankar Collection Disc 3 (2012),Twilight Mood,Ravi Shankar,Classical,7,3,2012,Twilight Mood,yes
Ravi Shankar - 2012 - The Ravi Shankar Collection/05/01 - Improvistation on the theme music from PATHER PANCHALI.flac,Classical,Ravi Shankar,Ravi Shankar Collection Disc 5,Improvistation on the theme music from PATHER PANCHALI,Ravi Shankar,1,1,Ravi Shankar,Ravi Shankar Collection Disc 5 (2012),Improvistation on the theme music from PATHER PANCHALI,Ravi Shankar,Classical,1,1,2012,Improvistation on the theme music from PATHER PANCHALI,yes
Ravi Shankar - 2012 - The Ravi Shankar Collection/05/02 - Marwa.flac,Classical,Ravi Shankar,Ravi Shankar Collection Disc 5,Marwa,Ravi Shankar,2,1,Ravi Shankar,Ravi Shankar Collection Disc 5 (2012),Marwa,Ravi Shankar,Classical,2,1,2012,Marwa,yes
Ravi Shankar - 2012 - The Ravi Shankar Collection/05/03 - Dhun Kafi.flac,Classical,Ravi Shankar,Ravi Shankar Collection Disc 5,Dhun Kafi,Ravi Shankar,3,1,Ravi Shankar,Ravi Shankar Collection Disc 5 (2012),Dhun Kafi,Ravi Shankar,Classical,3,1,2012,Dhun Kafi,yes
Ravi Shankar - 2012 - The Ravi Shankar Collection/05/04 - V 7.5.flac,Classical,Ravi Shankar,Ravi Shankar Collection Disc 5,V 7.5,Ravi Shankar,4,1,Ravi Shankar,Ravi Shankar Collection Disc 5 (2012),V 7.5,Ravi Shankar,Classical,4,1,2012,V 7.5,yes
Ravi Shankar - 2012 - The Ravi Shankar Collection/06/01 - Indo-Japan Finale.flac,Classical,Ravi Shankar,The Ravi Shankar Collection (CD6),Indo-Japan Finale,Ravi Shankar,1,1,Ravi Shankar,The Ravi Shankar Collection (CD6) (2012),Indo-Japan Finale,Ravi Shankar,Classical,1,1,2012,Indo-Japan Finale,yes
Ravi Shankar - 2012 - The Ravi Shankar Collection/06/02 - Ta Na Tom.flac,Classical,Ravi Shankar,The Ravi Shankar Collection (CD6),Ta Na Tom,Ravi Shankar,2,1,Ravi Shankar,The Ravi Shankar Collection (CD6) (2012),Ta Na Tom,Ravi Shankar,Classical,2,1,2012,Ta Na Tom,yes
Ravi Shankar - 2012 - The Ravi Shankar Collection/06/03 - Fire Night.flac,Classical,Ravi Shankar,The Ravi Shankar Collection (CD6),Fire Night,Ravi Shankar,3,1,Ravi Shankar,The Ravi Shankar Collection (CD6) (2012),Fire Night,Ravi Shankar,Classical,3,1,2012,Fire Night,yes
Ravi Shankar - 2012 - The Ravi Shankar Collection/06/04 - Tala Rasa Ranga.flac,Classical,Ravi Shankar,The Ravi Shankar Collection (CD6),Tala Rasa Ranga,Ravi Shankar,4,1,Ravi Shankar,The Ravi Shankar Collection (CD6) (2012),Tala Rasa Ranga,Ravi Shankar,Classical,4,1,2012,Tala Rasa Ranga,yes
Ravi Shankar - 2012 - The Ravi Shankar Collection/06/05 - Dhun.flac,Classical,Ravi Shankar,The Ravi Shankar Collection (CD6),Dhun,Ravi Shankar,5,1,Ravi Shankar,The Ravi Shankar Collection (CD6) (2012),Dhun,Ravi Shankar,Classical,5,1,2012,Dhun,yes
Ravi Shankar - 2012 - The Ravi Shankar Collection/06/06 - Tabla - Dhwani.flac,Classical,Ravi Shankar,The Ravi Shankar Collection (CD6),Tabla - Dhwani,Ravi Shankar,6,1,Ravi Shankar,The Ravi Shankar Collection (CD6) (2012),Tabla - Dhwani,Ravi Shankar,Classical,6,1,2012,Dhwani,yes
Ravi Shankar - 2012 - The Ravi Shankar Collection/06/07 - Song From the Hills.flac,Classical,Ravi Shankar,The Ravi Shankar Collection (CD6),Song From the Hills,Ravi Shankar,7,1,Ravi Shankar,The Ravi Shankar Collection (CD6) (2012),Song From the Hills,Ravi Shankar,Classical,7,1,2012,Song From the Hills,yes
Ravi Shankar - 2012 - The Ravi Shankar Collection/06/08 - Tala - Tabla Tarang.flac,Classical,Ravi Shankar,The Ravi Shankar Collection (CD6),Tala - Tabla Tarang,Ravi Shankar,8,1,Ravi Shankar,The Ravi Shankar Collection (CD6) (2012),Tala - Tabla Tarang,Ravi Shankar,Classical,8,1,2012,Tabla Tarang,yes
